date;heure;PA01H;GEN;GON;A1;RUR-SE;RN6;RUR_S;BOB;VITRY;AUT;RUR_N;RAMBO;BP_EST
2020-02-08;5;13;14;12;20;10;13;9;16;10;16;14;10;21
2020-02-08;6;11;12;13;17;12;12;9;11;10;13;15;9;24
2020-02-08;7;12;12;9;16;9;13;13;10;12;14;13;11;21
2020-02-08;8;12;12;13;16;6;14;11;13;12;12;9;n/d;24
2020-02-08;9;12;10;11;12;4;16;9;12;10;19;11;10;22
2020-02-08;10;13;10;13;20;4;16;9;17;11;18;9;8;24
2020-02-08;11;14;11;15;19;5;14;8;12;13;16;13;8;14
2020-02-08;12;14;11;12;12;6;15;8;11;12;17;11;7;11
2020-02-08;13;14;10;9;20;6;13;5;12;10;17;9;6;13
2020-02-08;14;12;10;9;18;5;16;6;9;13;17;11;9;17
2020-02-08;15;12;10;11;13;8;17;n/d;10;18;14;10;9;17
2020-02-08;16;12;9;11;17;7;25;9;11;n/d;18;7;11;13
2020-02-08;17;14;10;10;17;8;16;6;11;13;12;9;11;20
2020-02-08;18;17;12;14;17;10;20;6;15;16;17;14;10;19
2020-02-08;19;17;12;16;18;9;15;7;12;17;25;10;11;18
2020-02-08;20;17;10;15;16;11;19;8;14;n/d;13;10;12;26
2020-02-08;21;16;9;10;14;7;18;n/d;15;n/d;15;15;n/d;25
2020-02-08;22;15;10;11;18;8;18;8;n/d;17;13;11;8;24
2020-02-08;23;17;11;12;20;9;13;10;18;n/d;20;9;4;25
2020-02-08;24;18;11;15;24;11;15;12;14;14;13;8;7;17
2020-02-09;1;17;12;16;17;10;n/d;10;n/d;14;14;7;8;19
2020-02-09;2;14;13;9;9;9;n/d;11;13;n/d;11;6;8;15
2020-02-09;3;13;14;9;9;10;12;9;14;11;9;9;8;11
2020-02-09;4;10;12;6;12;7;13;9;10;9;11;7;5;10
2020-02-09;5;7;8;n/d;10;7;9;7;8;8;9;5;3;13
2020-02-09;6;7;9;n/d;6;6;8;6;7;5;8;5;4;10
2020-02-09;7;6;5;8;3;4;n/d;8;9;6;6;5;4;8
2020-02-09;8;4;5;6;12;3;9;9;8;6;7;4;6;7
2020-02-09;9;6;6;6;8;8;5;7;5;4;5;4;5;5
2020-02-09;10;3;4;5;6;6;9;5;5;5;6;3;4;8
2020-02-09;11;2;4;7;6;3;9;6;6;9;9;3;0;8
2020-02-09;12;6;4;5;5;1;7;5;6;6;7;5;4;6
2020-02-09;13;6;5;3;7;3;8;n/d;6;5;3;n/d;5;8
2020-02-09;14;4;4;5;7;5;10;n/d;7;10;7;n/d;5;7
2020-02-09;15;7;8;9;7;5;12;n/d;6;7;7;n/d;4;4
2020-02-09;16;5;5;8;6;4;10;n/d;4;9;7;n/d;3;7
2020-02-09;17;n/d;n/d;4;6;3;5;n/d;n/d;n/d;5;n/d;3;7
2020-02-09;18;n/d;n/d;4;4;2;5;n/d;n/d;n/d;9;n/d;2;6
2020-02-09;19;1;n/d;2;4;1;8;n/d;3;n/d;5;n/d;1;5
2020-02-09;20;3;0;0;4;2;8;n/d;n/d;3;4;n/d;0;n/d
2020-02-09;21;4;n/d;4;7;2;7;n/d;n/d;1;6;n/d;0;n/d
2020-02-09;22;1;n/d;3;4;0;n/d;n/d;n/d;1;3;n/d;1;n/d
2020-02-09;23;n/d;1;2;1;n/d;n/d;n/d;n/d;1;6;n/d;2;n/d
2020-02-09;24;2;3;6;2;n/d;n/d;n/d;n/d;3;6;n/d;1;n/d
2020-02-10;1;4;2;6;3;0;n/d;n/d;4;4;4;n/d;2;5
2020-02-10;2;7;4;4;4;1;8;n/d;6;5;8;n/d;7;8
2020-02-10;3;8;6;5;11;10;11;n/d;12;10;10;n/d;16;17
2020-02-10;4;12;7;10;8;16;21;n/d;11;12;9;n/d;16;9
2020-02-10;5;8;6;7;12;10;9;n/d;10;9;8;n/d;10;7
2020-02-10;6;6;5;7;15;6;10;n/d;11;11;13;n/d;8;9
2020-02-10;7;8;8;6;10;10;11;13;10;10;12;9;9;7
2020-02-10;8;2;5;7;12;11;13;11;9;8;18;6;8;10
2020-02-10;9;7;6;12;14;9;15;12;14;10;15;8;9;13
2020-02-10;10;10;12;12;21;7;11;10;13;10;14;13;10;14
2020-02-10;11;10;11;11;30;11;19;12;15;11;14;11;11;10
2020-02-10;12;11;11;13;22;13;18;16;17;12;13;16;9;18
2020-02-10;13;12;10;11;18;9;16;15;15;12;15;11;7;16
2020-02-10;14;6;8;7;13;9;10;12;12;12;16;14;8;12
2020-02-10;15;8;5;5;10;9;19;8;10;8;11;11;10;12
2020-02-10;16;11;11;9;14;10;19;15;10;9;11;8;13;9
2020-02-10;17;16;9;8;11;16;17;15;13;12;9;5;12;17
2020-02-10;18;12;9;7;13;11;15;15;13;13;16;1;13;14
2020-02-10;19;10;9;12;11;8;17;15;13;12;16;0;11;16
2020-02-10;20;8;7;9;12;11;13;14;11;11;12;5;13;9
2020-02-10;21;0;1;3;13;10;12;n/d;6;n/d;10;4;n/d;6
2020-02-10;22;1;1;1;11;5;11;n/d;4;5;8;8;7;4
2020-02-10;23;3;3;3;7;1;6;n/d;5;8;7;7;5;8
2020-02-10;24;5;5;8;7;4;5;3;5;8;7;10;3;9
2020-02-11;1;6;6;9;6;5;6;3;5;6;6;6;4;8
2020-02-11;2;5;3;5;5;8;6;6;5;2;5;7;2;4
2020-02-11;3;4;2;2;5;7;6;8;5;2;2;4;1;2
2020-02-11;4;4;2;5;4;6;8;7;4;4;2;0;5;3
2020-02-11;5;3;3;6;6;6;8;9;n/d;3;7;0;6;8
2020-02-11;6;6;3;5;11;11;11;8;n/d;7;8;3;4;7
2020-02-11;7;3;2;4;11;7;11;5;4;6;12;5;6;7
2020-02-11;8;2;3;4;11;6;12;4;4;8;10;5;5;6
2020-02-11;9;5;4;4;11;6;10;4;4;5;13;4;4;8
2020-02-11;10;5;5;6;10;4;8;3;9;7;13;4;6;8
2020-02-11;11;4;6;4;11;3;7;6;8;8;10;5;5;8
2020-02-11;12;6;5;5;18;4;12;7;7;9;8;4;4;8
2020-02-11;13;7;6;4;7;7;8;5;7;9;n/d;5;2;7
2020-02-11;14;7;8;4;14;5;5;3;8;7;n/d;6;5;6
2020-02-11;15;4;5;4;10;3;6;7;7;6;n/d;9;3;7
2020-02-11;16;0;4;4;11;6;7;n/d;7;6;9;6;2;8
2020-02-11;17;3;4;3;11;3;n/d;n/d;6;5;9;3;4;7
2020-02-11;18;3;2;6;11;0;8;4;5;6;6;3;5;n/d
2020-02-11;19;4;1;9;12;3;9;3;5;4;6;1;6;n/d
2020-02-11;20;6;4;8;21;2;10;6;5;5;7;2;7;7
2020-02-11;21;7;6;5;12;1;10;5;5;9;8;5;4;8
2020-02-11;22;7;6;7;12;1;7;2;6;7;6;4;3;8
2020-02-11;23;5;6;7;12;6;8;1;5;5;10;3;6;5
2020-02-11;24;5;5;6;8;6;5;2;8;4;7;5;6;4
2020-02-12;1;4;5;6;7;5;6;6;8;4;8;5;3;5
2020-02-12;2;4;3;5;3;6;8;6;6;5;6;7;3;9
2020-02-12;3;4;4;6;1;5;12;5;8;7;7;7;3;7
2020-02-12;4;5;4;5;6;5;9;4;7;7;6;7;2;9
2020-02-12;5;6;5;5;8;5;8;2;6;6;12;5;4;10
2020-02-12;6;6;6;5;13;5;10;2;8;7;12;3;7;8
2020-02-12;7;5;4;3;11;4;12;3;9;7;10;2;7;8
2020-02-12;8;6;4;4;10;2;12;3;10;8;8;6;5;9
2020-02-12;9;5;4;7;8;3;11;2;8;13;9;7;4;7
2020-02-12;10;4;5;4;14;2;12;4;9;8;11;5;3;6
2020-02-12;11;5;3;4;10;3;10;3;6;7;14;2;3;6
2020-02-12;12;5;5;5;11;4;n/d;7;7;4;13;2;3;5
2020-02-12;13;6;4;4;14;8;n/d;5;8;5;11;3;3;5
2020-02-12;14;4;4;3;15;7;n/d;3;5;5;8;4;3;3
2020-02-12;15;4;3;4;15;7;12;3;4;4;10;4;1;7
2020-02-12;16;5;4;6;16;3;6;3;5;4;14;7;2;10
2020-02-12;17;4;4;7;23;2;11;4;7;4;16;4;5;11
2020-02-12;18;4;4;9;20;4;13;4;9;5;18;5;8;18
2020-02-12;19;8;5;16;9;6;18;4;15;10;14;8;8;16
2020-02-12;20;11;7;12;10;4;11;7;13;12;15;10;10;22
2020-02-12;21;n/d;7;14;15;2;17;10;10;17;9;11;8;28
2020-02-12;22;n/d;6;14;16;5;17;8;14;17;8;11;6;21
2020-02-12;23;n/d;7;15;20;9;11;8;10;9;10;8;6;17
2020-02-12;24;n/d;9;10;8;8;9;8;7;10;9;7;6;11
2020-02-13;1;n/d;8;8;7;5;12;5;8;8;8;8;6;9
2020-02-13;2;n/d;7;7;5;1;7;2;6;5;9;10;5;12
2020-02-13;3;n/d;6;18;8;0;3;3;4;3;7;9;2;9
2020-02-13;4;n/d;4;6;6;3;7;8;7;6;4;8;6;9
2020-02-13;5;n/d;3;2;4;4;6;5;9;7;4;6;4;11
2020-02-13;6;n/d;4;3;9;2;8;2;8;7;8;5;6;13
2020-02-13;7;n/d;3;5;7;3;6;3;5;6;9;5;6;12
2020-02-13;8;6;4;5;6;2;4;2;3;6;7;3;6;6
2020-02-13;9;1;3;6;6;3;4;3;2;6;5;3;4;9
2020-02-13;10;2;6;6;20;8;6;2;8;5;7;6;2;9
2020-02-13;11;1;3;6;18;7;10;3;9;7;12;8;8;8
2020-02-13;12;12;8;9;14;3;10;4;16;11;15;13;9;13
2020-02-13;13;16;11;16;16;7;11;7;12;11;13;12;7;10
2020-02-13;14;9;8;8;13;11;12;9;12;10;10;18;8;11
2020-02-13;15;10;10;11;11;11;9;n/d;10;8;13;12;12;15
2020-02-13;16;9;7;9;11;9;14;n/d;10;7;9;n/d;7;11
2020-02-13;17;n/d;7;7;13;5;11;n/d;9;6;11;8;4;7
2020-02-13;18;n/d;5;7;11;4;9;3;8;9;11;7;4;9
2020-02-13;19;n/d;6;6;10;4;8;7;10;8;13;7;6;10
2020-02-13;20;n/d;7;5;13;3;7;7;10;7;11;7;5;6
2020-02-13;21;9;7;7;16;6;8;5;6;10;8;7;7;8
2020-02-13;22;6;8;7;10;4;9;6;9;8;14;5;7;7
2020-02-13;23;9;7;6;10;4;7;7;13;8;14;2;8;8
2020-02-13;24;4;7;7;10;6;6;5;11;8;12;7;8;11
2020-02-14;1;1;6;7;10;4;5;5;8;10;10;7;11;11
2020-02-14;2;5;6;6;8;4;9;5;7;6;9;7;8;9
2020-02-14;3;6;6;7;9;5;9;4;7;6;6;8;5;11
2020-02-14;4;6;6;6;12;4;10;3;9;7;9;9;6;13
2020-02-14;5;5;6;9;12;3;10;5;13;7;12;10;7;11
2020-02-14;6;7;7;7;19;5;14;6;15;6;18;7;6;10
2020-02-14;7;6;9;7;18;4;9;4;10;8;16;7;4;11
2020-02-14;8;9;7;10;19;5;9;7;11;7;12;8;3;11
2020-02-14;9;9;9;11;15;6;9;6;11;5;17;9;3;12
2020-02-14;10;9;7;9;13;7;10;6;9;5;11;8;4;13
2020-02-14;11;7;7;9;11;6;14;6;8;8;15;7;4;13
2020-02-14;12;7;7;8;11;7;13;9;9;10;13;7;4;10
2020-02-14;13;8;7;8;10;4;14;6;11;10;16;5;6;9
2020-02-14;14;9;7;8;11;3;14;3;7;7;10;5;7;16
2020-02-14;15;8;6;8;12;4;10;4;7;7;15;6;6;11
2020-02-14;16;9;6;7;11;5;13;6;11;9;14;6;8;15
2020-02-14;17;10;7;6;8;5;13;7;10;6;16;8;9;12
2020-02-14;18;10;8;7;13;4;21;8;9;10;13;7;12;14
2020-02-14;19;13;8;7;12;6;17;10;10;13;11;10;12;27
2020-02-14;20;15;9;9;14;6;20;10;12;12;16;9;13;26
2020-02-14;21;17;10;16;16;5;16;10;9;12;12;11;11;26
2020-02-14;22;17;11;10;22;3;17;8;11;11;14;12;9;21
2020-02-14;23;16;12;16;12;4;10;6;13;14;11;17;8;20
2020-02-14;24;15;13;13;20;8;10;6;16;12;15;13;7;19
2020-02-15;1;12;11;12;13;5;15;10;15;11;6;15;7;19
2020-02-15;2;13;11;10;12;4;12;6;14;13;12;10;7;14
2020-02-15;3;11;12;9;12;8;10;6;12;13;12;10;8;14
2020-02-15;4;7;10;14;13;6;13;8;11;12;10;11;7;15
2020-02-15;5;8;9;10;15;7;9;7;12;12;10;8;7;17
2020-02-15;6;10;9;8;12;6;9;9;10;8;11;6;6;23
2020-02-15;7;8;7;9;18;5;8;9;11;8;13;6;4;18
2020-02-15;8;9;7;8;21;7;14;9;9;11;10;10;4;18
2020-02-15;9;4;8;11;12;6;13;9;14;9;15;11;7;18
2020-02-15;10;9;9;11;12;9;11;6;16;11;12;7;9;19
2020-02-15;11;19;8;10;16;16;18;8;13;14;7;4;5;14
2020-02-15;12;17;8;9;17;11;11;9;11;13;10;5;6;16
2020-02-15;13;11;7;7;8;11;12;7;10;8;11;5;5;20
2020-02-15;14;12;8;14;9;13;18;10;13;10;9;4;6;20
2020-02-15;15;11;8;8;16;12;12;10;10;14;5;4;8;15
2020-02-15;16;12;9;8;12;9;15;7;13;12;18;7;9;18
2020-02-15;17;11;7;11;15;9;14;12;13;14;13;6;12;19
2020-02-15;18;16;7;11;10;10;15;10;10;14;14;7;11;14
2020-02-15;19;14;7;9;14;9;25;10;11;12;13;7;8;18
2020-02-15;20;10;11;9;11;8;13;8;13;12;9;6;7;17
2020-02-15;21;14;15;7;8;7;10;6;10;13;12;10;9;18
2020-02-15;22;n/d;12;10;8;7;10;7;8;11;11;9;9;13
2020-02-15;23;n/d;9;8;14;8;13;9;12;8;11;11;9;13
2020-02-15;24;8;8;7;17;6;10;9;10;9;9;10;8;13
2020-02-16;1;7;10;8;6;6;45;6;11;7;10;10;8;9
2020-02-16;2;9;7;6;7;7;31;7;9;6;7;6;6;12
2020-02-16;3;7;6;5;10;8;11;8;8;7;5;3;12;9
2020-02-16;4;7;5;5;7;6;12;5;8;7;7;7;8;8
2020-02-16;5;8;6;7;8;2;9;7;12;10;8;8;8;9
2020-02-16;6;8;8;7;4;2;7;6;10;8;9;7;12;11
2020-02-16;7;n/d;10;6;7;7;5;2;7;7;9;9;8;14
2020-02-16;8;7;5;8;6;12;8;4;10;7;9;10;9;11
2020-02-16;9;8;8;7;6;7;11;8;9;7;8;n/d;6;9
2020-02-16;10;4;6;5;8;4;9;6;9;10;8;n/d;5;9
2020-02-16;11;5;5;3;4;5;6;n/d;8;9;9;7;4;7
2020-02-16;12;6;5;5;3;4;6;n/d;6;7;5;5;2;7
2020-02-16;13;5;3;6;6;2;8;n/d;5;7;7;n/d;4;6
2020-02-16;14;7;1;5;9;1;8;n/d;4;6;13;n/d;4;7
2020-02-16;15;5;3;6;5;2;7;n/d;5;7;8;n/d;3;6
2020-02-16;16;n/d;3;5;3;2;8;n/d;8;8;6;n/d;4;8
2020-02-16;17;4;7;4;5;5;9;n/d;6;5;5;10;4;7
2020-02-16;18;n/d;5;5;2;6;9;n/d;6;7;5;9;5;7
2020-02-16;19;n/d;n/d;5;8;7;5;n/d;6;5;14;9;3;11
2020-02-16;20;n/d;n/d;4;10;8;7;n/d;n/d;5;11;6;1;7
2020-02-16;21;n/d;n/d;1;17;7;5;n/d;n/d;n/d;7;2;n/d;3
2020-02-16;22;n/d;n/d;2;n/d;1;5;n/d;n/d;n/d;8;1;n/d;1
2020-02-16;23;n/d;3;3;12;0;4;n/d;n/d;n/d;7;2;n/d;7
2020-02-16;24;n/d;n/d;3;11;1;3;3;n/d;n/d;3;4;n/d;6
2020-02-17;1;n/d;2;2;6;0;n/d;3;n/d;n/d;5;6;1;5
2020-02-17;2;n/d;1;5;3;0;2;n/d;n/d;2;4;5;1;5
2020-02-17;3;n/d;n/d;3;1;0;2;n/d;3;6;2;4;0;5
2020-02-17;4;n/d;n/d;1;2;1;4;2;4;5;1;4;1;4
2020-02-17;5;n/d;2;2;7;0;4;2;6;5;5;3;2;4
2020-02-17;6;n/d;n/d;4;8;0;4;2;n/d;4;13;6;3;7
2020-02-17;7;n/d;4;3;6;1;3;0;n/d;5;10;7;4;11
2020-02-17;8;n/d;2;5;6;0;4;1;7;4;7;4;2;10
2020-02-17;9;n/d;5;5;5;1;9;5;10;3;9;2;2;7
2020-02-17;10;n/d;8;7;10;2;9;n/d;9;n/d;10;4;3;11
2020-02-17;11;n/d;6;7;12;4;10;5;6;6;9;4;4;9
2020-02-17;12;n/d;5;6;10;5;8;6;11;4;8;7;6;7
2020-02-17;13;n/d;5;4;11;7;8;4;9;5;8;4;2;4
2020-02-17;14;n/d;2;6;13;8;6;3;8;5;8;6;0;9
2020-02-17;15;n/d;2;5;13;4;9;2;7;4;6;n/d;0;6
2020-02-17;16;n/d;5;3;10;1;11;2;7;3;10;6;4;5
2020-02-17;17;n/d;4;7;14;2;12;4;6;3;16;5;8;11
2020-02-17;18;n/d;1;6;11;1;15;3;4;n/d;9;2;5;6
2020-02-17;19;n/d;3;6;12;3;12;8;5;7;7;5;2;3
2020-02-17;20;n/d;4;5;11;3;8;7;6;5;9;4;3;5
2020-02-17;21;n/d;3;3;12;2;11;3;5;5;5;3;2;7
2020-02-17;22;n/d;3;3;9;7;7;1;4;5;5;3;4;n/d
2020-02-17;23;n/d;5;4;5;6;6;3;4;4;7;3;3;7
2020-02-17;24;n/d;4;5;5;2;6;4;3;5;7;2;8;3
2020-02-18;1;n/d;3;4;5;2;9;7;7;6;5;4;6;5
2020-02-18;2;n/d;3;5;3;7;7;5;6;6;5;3;3;6
2020-02-18;3;n/d;4;4;0;6;9;5;6;6;5;3;0;7
2020-02-18;4;n/d;6;5;8;4;7;6;6;5;9;5;3;9
2020-02-18;5;n/d;5;4;6;4;6;5;6;4;9;5;5;9
2020-02-18;6;n/d;4;8;4;2;12;5;7;7;8;5;5;12
2020-02-18;7;n/d;5;6;9;1;9;5;7;9;8;5;2;7
2020-02-18;8;3;5;5;6;4;10;6;11;9;11;4;1;8
2020-02-18;9;5;6;6;5;5;11;7;9;12;10;4;6;14
2020-02-18;10;5;7;9;10;5;10;9;7;9;16;5;6;11
2020-02-18;11;7;n/d;9;15;5;7;6;5;8;9;8;6;9
2020-02-18;12;5;n/d;7;10;5;12;7;5;6;9;7;6;13
2020-02-18;13;8;6;5;11;5;13;6;7;6;9;5;5;8
2020-02-18;14;7;5;4;14;5;9;3;9;6;13;3;4;13
2020-02-18;15;n/d;6;7;14;3;9;7;8;10;12;3;3;12
2020-02-18;16;n/d;5;7;11;2;10;5;5;6;14;3;2;7
2020-02-18;17;3;5;4;14;2;8;6;5;2;10;6;3;12
2020-02-18;18;4;5;4;13;3;12;1;5;6;11;6;2;8
2020-02-18;19;6;5;5;11;5;11;0;5;12;11;5;5;9
2020-02-18;20;10;5;5;9;5;9;1;5;8;9;4;6;7
2020-02-18;21;8;6;4;7;1;7;5;7;6;5;2;6;3
2020-02-18;22;6;7;3;8;0;5;3;7;8;5;1;5;3
2020-02-18;23;7;6;5;9;1;4;1;6;6;7;3;6;9
2020-02-18;24;7;6;9;4;3;6;3;5;4;4;4;4;6
2020-02-19;1;n/d;6;7;0;4;5;3;4;6;6;5;4;8
2020-02-19;2;n/d;n/d;2;1;5;n/d;8;3;5;4;4;n/d;7
2020-02-19;3;n/d;n/d;8;1;4;n/d;n/d;4;3;4;3;n/d;4
2020-02-19;4;n/d;1;6;4;0;n/d;n/d;3;2;5;6;0;1
2020-02-19;5;n/d;2;6;3;0;5;3;5;2;6;4;1;1
2020-02-19;6;n/d;2;5;12;0;8;5;6;5;7;4;3;4
2020-02-19;7;n/d;2;4;14;0;7;4;7;7;17;4;3;7
2020-02-19;8;n/d;4;6;13;0;7;2;8;8;12;6;2;7
2020-02-19;9;n/d;5;6;17;0;11;3;11;7;13;n/d;5;6
2020-02-19;10;n/d;4;9;13;3;8;5;8;7;11;n/d;5;8
2020-02-19;11;n/d;6;9;19;6;10;7;12;10;11;n/d;9;13
2020-02-19;12;n/d;4;9;23;5;11;5;9;7;13;n/d;12;12
2020-02-19;13;n/d;7;n/d;19;4;8;5;9;3;12;n/d;8;10
2020-02-19;14;n/d;6;7;15;2;9;7;9;7;17;n/d;8;10
2020-02-19;15;n/d;7;9;16;5;11;6;9;7;13;n/d;9;8
2020-02-19;16;n/d;7;7;19;4;11;11;8;5;12;n/d;7;17
2020-02-19;17;n/d;8;6;24;7;15;7;7;6;12;n/d;8;12
2020-02-19;18;n/d;7;10;6;7;19;8;9;6;11;n/d;8;12
2020-02-19;19;n/d;7;10;8;6;10;7;12;10;13;n/d;9;13
2020-02-19;20;n/d;7;9;13;3;12;6;12;13;12;n/d;8;17
2020-02-19;21;n/d;7;9;10;6;9;5;13;11;11;n/d;5;15
2020-02-19;22;n/d;9;12;19;5;10;6;13;7;12;n/d;6;18
2020-02-19;23;n/d;9;9;13;4;12;6;11;8;11;n/d;6;17
2020-02-19;24;n/d;7;9;8;5;10;4;8;6;8;n/d;5;9
2020-02-20;1;n/d;7;6;5;5;7;3;9;6;6;n/d;4;10
2020-02-20;2;n/d;5;4;5;4;5;4;10;7;6;n/d;2;11
2020-02-20;3;n/d;6;8;6;3;8;5;8;5;7;n/d;3;10
2020-02-20;4;n/d;5;8;9;3;8;5;7;5;5;n/d;3;10
2020-02-20;5;n/d;5;9;9;2;5;5;7;7;6;n/d;3;11
2020-02-20;6;n/d;5;8;7;2;4;3;10;5;7;n/d;6;14
2020-02-20;7;n/d;6;5;9;5;6;4;11;5;10;n/d;7;22
2020-02-20;8;n/d;6;6;10;4;7;4;8;7;9;n/d;6;13
2020-02-20;9;n/d;4;8;11;3;5;5;11;7;15;n/d;6;9
2020-02-20;10;n/d;5;6;8;4;6;9;16;7;11;n/d;5;9
2020-02-20;11;n/d;4;4;9;4;5;5;10;5;7;n/d;4;10
2020-02-20;12;n/d;4;6;7;2;9;3;9;5;11;n/d;3;8
2020-02-20;13;n/d;6;7;11;0;6;5;8;8;9;n/d;4;10
2020-02-20;14;n/d;7;5;16;0;6;4;6;6;7;n/d;3;10
2020-02-20;15;n/d;6;6;9;0;10;4;6;5;9;n/d;6;9
2020-02-20;16;n/d;4;6;7;1;7;2;6;5;7;n/d;6;8
2020-02-20;17;n/d;6;8;8;2;8;4;8;6;7;n/d;6;10
2020-02-20;18;n/d;6;9;8;4;11;7;7;4;6;n/d;7;13
2020-02-20;19;n/d;n/d;6;8;5;11;10;8;4;11;n/d;6;8
2020-02-20;20;n/d;n/d;4;18;1;9;10;7;7;9;n/d;4;7
2020-02-20;21;n/d;3;4;11;1;11;5;5;5;10;n/d;4;4
2020-02-20;22;n/d;5;5;15;2;6;6;5;4;12;n/d;5;11
2020-02-20;23;n/d;5;6;15;6;12;5;8;4;10;n/d;4;7
2020-02-20;24;n/d;4;9;10;6;8;5;6;5;8;n/d;3;5
2020-02-21;1;n/d;6;9;9;3;5;3;5;9;8;n/d;3;6
2020-02-21;2;n/d;7;8;6;7;8;1;6;10;10;n/d;3;12
2020-02-21;3;n/d;5;6;4;6;10;3;8;6;7;n/d;2;8
2020-02-21;4;n/d;5;7;10;3;10;4;9;8;7;n/d;4;8
2020-02-21;5;n/d;5;9;10;2;8;3;8;9;11;n/d;5;13
2020-02-21;6;n/d;4;8;19;1;6;2;11;11;11;n/d;6;19
2020-02-21;7;n/d;6;8;15;2;10;2;10;13;12;n/d;6;22
2020-02-21;8;n/d;6;14;12;2;14;3;14;13;11;n/d;4;13
2020-02-21;9;n/d;7;13;17;8;11;7;20;13;13;n/d;6;15
2020-02-21;10;n/d;7;10;17;9;12;13;14;10;14;n/d;9;18
2020-02-21;11;n/d;5;10;13;7;9;8;12;10;17;7;8;10
2020-02-21;12;n/d;7;7;16;8;14;7;9;8;10;7;7;9
2020-02-21;13;n/d;6;4;10;6;10;4;10;7;12;5;5;9
2020-02-21;14;n/d;5;5;12;4;8;6;7;5;11;6;4;8
2020-02-21;15;n/d;5;5;12;2;9;6;6;5;8;4;6;8
2020-02-21;16;n/d;6;3;12;2;7;3;6;7;10;2;6;9
2020-02-21;17;n/d;7;4;11;6;11;3;7;9;6;2;5;8
2020-02-21;18;n/d;5;7;11;5;11;5;6;10;11;6;9;14
2020-02-21;19;n/d;5;8;10;12;22;5;7;7;13;7;7;11
2020-02-21;20;n/d;6;8;12;11;15;7;7;9;11;6;10;16
2020-02-21;21;n/d;8;7;12;8;15;5;9;12;10;5;10;16
2020-02-21;22;n/d;8;8;11;10;14;7;10;10;8;6;10;20
2020-02-21;23;n/d;7;10;10;14;8;9;14;11;10;7;6;20
2020-02-21;24;n/d;6;9;8;11;11;11;11;11;16;7;6;20
2020-02-22;1;n/d;6;8;10;9;8;11;15;10;12;7;4;11
2020-02-22;2;n/d;7;8;12;9;9;10;11;7;9;7;3;12
2020-02-22;3;n/d;5;9;9;5;10;11;9;6;10;5;6;15
2020-02-22;4;n/d;7;6;5;6;5;12;7;6;7;4;7;13
2020-02-22;5;n/d;6;4;11;5;11;9;8;5;5;7;5;10
2020-02-22;6;n/d;5;4;12;5;8;10;8;7;9;9;3;12
2020-02-22;7;n/d;6;7;9;6;7;9;7;9;8;6;4;18
2020-02-22;8;n/d;6;7;13;7;9;8;6;11;13;7;5;11
2020-02-22;9;n/d;7;6;11;5;13;7;11;11;10;7;4;13
2020-02-22;10;n/d;2;7;10;5;10;9;11;9;13;5;6;16
2020-02-22;11;n/d;2;10;8;8;10;7;9;6;11;5;6;8
2020-02-22;12;n/d;7;8;10;5;10;11;9;7;8;5;9;11
2020-02-22;13;n/d;6;7;10;6;10;8;7;5;8;6;10;10
2020-02-22;14;n/d;7;5;13;5;11;4;10;8;16;7;9;14
2020-02-22;15;n/d;6;4;14;3;9;4;8;7;12;6;7;16
2020-02-22;16;n/d;5;5;11;6;9;12;9;6;13;5;6;9
